Month,Category,Installs,Growth,Highlight
2018-03-01,PARENTING,100000.0,,False
2018-05-01,PARENTING,10000000.0,99.0,True
2018-07-01,PARENTING,600000.0,-0.94,False
2016-12-01,PERSONALIZATION,2000000.0,,False
2017-09-01,PERSONALIZATION,1000000.0,-0.5,False
2018-01-01,PERSONALIZATION,10000000.0,9.0,True
2018-02-01,PERSONALIZATION,10000000.0,0.0,False
2018-06-01,PERSONALIZATION,10000000.0,0.0,False
2018-07-01,PERSONALIZATION,11500000.0,0.1499999999999999,False
2018-08-01,PERSONALIZATION,20000000.0,0.7391304347826086,True
2016-10-01,Productividad,1000000.0,,False
2018-02-01,Productividad,100000.0,-0.9,False
2018-06-01,Productividad,15000000.0,149.0,True
2018-07-01,Productividad,276000000.0,17.4,True
2018-08-01,Productividad,1705000000.0,5.177536231884058,True
2017-08-01,TOOLS,50000.0,,False
2018-01-01,TOOLS,1000000.0,19.0,True
2018-05-01,TOOLS,10000000.0,9.0,True
2018-07-01,TOOLS,222600000.0,21.26,True
2018-08-01,TOOLS,120000000.0,-0.46091644204851756,False
2017-10-01,Voyage et Local,50000.0,,False
2018-04-01,Voyage et Local,5000000.0,99.0,True
2018-06-01,Voyage et Local,11000000.0,1.2000000000000002,True
2018-07-01,Voyage et Local,33100000.0,2.0090909090909093,True
2018-08-01,Voyage et Local,76100000.0,1.299093655589124,True
2014-11-01,写真,1000000.0,,False
2017-03-01,写真,50000000.0,49.0,True
2017-06-01,写真,10000000.0,-0.8,False
2017-07-01,写真,15000000.0,0.5,True
2017-10-01,写真,5000000.0,-0.6666666666666667,False
2017-12-01,写真,10000000.0,1.0,True
2018-01-01,写真,10000000.0,0.0,False
2018-03-01,写真,2000000.0,-0.8,False
2018-05-01,写真,11000000.0,4.5,True
2018-06-01,写真,81000000.0,6.363636363636363,True
2018-07-01,写真,820000000.0,9.123456790123457,True
2018-08-01,写真,691500000.0,-0.15670731707317076,False
